Input,Output
01600,B27-2
01601,B27-2
01602,B27-2
01603,B27-2
01604,B27-2
01605,B27-2
01606,B27-2
01607,B27-2
01608,B27-2
01609,B27-2
01610,B27-2
01611,B27-2
01612,B27-2
01613,B27-2
01614,B28-1
01615,B28-1
01616,B13-2
01617,B15-1
01618,B32-2
01619,B21-2
01620,B30-3
01621,B15-1
01622,B15-2
01623,B15-2
01624,B15-2
01625,B15-1
01626,B31-2
01627,B1-1
01628,B28-2
01629,B28-1
01630,B28-2
01631,B28-2
01632,B28-2
01633,B28-1
01634,B28-1
01635,B28-1
01636,B28-1
01637,B28-1
01638,B28-1
01639,B28-1
01640,B28-1
01641,B28-1
01642,B28-1
01643,B28-1
01644,B28-1
01645,B28-1
01646,B28-1
01647,B28-1
01648,B28-1
01649,B28-1
01650,B28-1
01651,B28-1
01652,B28-1
01653,B28-1
01654,B28-1
01655,B28-1
01656,B28-1
01657,B28-1
01658,B28-1
01659,B28-1
01660,B28-1
01661,B28-1
01662,B28-2
01663,B28-1
01664,B28-2
01665,B28-2
01666,B28-2
01667,B28-1
01668,B28-2
01669,B28-1
01670,B8-1
01671,None
01672,B28-2
01673,B28-2
01674,B28-2
01675,B28-2
01676,B28-2
01677,B28-2
01678,B28-2
01679,B28-2
01680,B28-2
01681,B28-2
01682,B28-2
01683,B28-2
01684,B28-2
01685,B28-2
01686,B28-2
01687,B28-2
01688,B28-2
01689,B28-2
01690,B28-2
01691,B28-2
01692,B28-2
01693,B28-2
01694,B28-2
01695,B28-2
01696,B28-2
01697,B28-2
01698,B28-2
01699,B28-2
01700,B28-2
01701,B28-2
01702,B28-2
01703,B28-2
01704,B28-2
01705,B28-2
01706,B28-2
01707,B28-2
01708,B28-2
01709,B28-2
01710,B28-2
01711,B28-2
01712,B28-2
01713,B28-2
01714,B28-2
01715,B28-2
01716,B28-2
01717,B28-2
01718,B28-2
01719,B28-2
01720,B28-2
01721,B28-2
01722,B28-2
01723,B28-2
01724,B28-2
01725,B28-2
01726,B28-2
01727,B28-2
01728,B28-2
01729,B28-2
01730,B28-2
01731,B28-2
01732,B28-2
01733,B28-2
01734,B28-2
01735,B28-2
01736,B28-2
01737,B28-2
01738,B28-2
01739,B28-1
01740,B34-1
01741,B29+-2
01742,B36-2
01743,B31-1
01744,B23-2
01745,B23-2
01746,B37-1
01747,B37-1
01748,B35-1
01749,B35-1
01750,B35-1
01751,B37-2
01752,B33-1
01753,B19-2
01754,B17-2
01755,B17-2
01756,B31-1
