Input,Output
01757,B15-2
01758,B15-2
01759,B39-1
01760,B15-2
01761,B39-2
01762,B8-2
01763,B1-1
01764,B11-2
01765,B32-1
01766,B39-1
01767,B31-2
01768,B15-1
01769,B15-2
01770,B15-2
01771,B36-1
01772,B31-2
01773,B15-2
01774,B29-11
01775,B15-2
01776,B11-2
01777,B11-2
01778,B27-2
01779,B36-1
01780,B29-11
01781,B29-11
01782,B29-11
01783,B29-11
01784,B29-11
01785,B29-11
01786,B29-11
01787,B29-11
01788,B29-11
01789,B39-2
01790,B29-11
01791,B29-11
01792,B29-11
01793,B29-11
01794,B29-11
01795,B29-11
01796,B29-11
01797,B29-11
01798,B13-2
01799,B29-11
01800,B29-11
01801,B39-2
01802,B29-11
01803,B29-11
01804,B1-2
01805,B29-11
01806,B29-11
01807,B29-11
01808,B29-11
01809,B29-11
01810,B29-11
01811,B29-11
01812,B29-11
01813,B29-11
01814,B7-1
01815,B29-11
01816,B29-11
01817,B29-11
01818,B29-11
01819,B29-11
01820,B29-11
01821,B29-11
01822,B29-11
01823,B29-11
01824,B29-11
01825,B29-11
01826,B29-11
01827,B29-11
01828,B29-11
01829,B29-11
01830,B29-11
01831,B29-11
01832,B29-11
01833,B15-2
01834,None
01835,None
01836,None
01837,None
01838,None
01839,None
01840,None
01841,None
01842,None
01843,B24-2
01844,B9-1
01845,B15-2
01846,B15-2
01847,B37-1
01848,B15-2
01849,B29-11
01850,B29-11
01851,B29-11
01852,B29-11
01853,B29-11
01854,B29-11
01855,B29-11
01856,B29-11
01857,B29-11
01858,B29-11
01859,B29-11
01860,B29-11
01861,B29-11
01862,B29-11
01863,B29-11
01864,B29-11
01865,B29-11
01866,B29-11
01867,B29-11
01868,B29-11
01869,B29-11
01870,B29-11
01871,B29-11
01872,B29-11
01873,B29-11
01874,B29-11
01875,B29-11
01876,B29-11
01877,B29-11
01878,B29-11
01879,B29-11
01880,B29-11
01881,B29-11
01882,B29-11
01883,B29-11
01884,B29-11
01885,B29-11
01886,B29-11
01887,B29-11
01888,B29-11
01889,B29-11
01890,B29-11
01891,B29-11
01892,B29-11
01893,B29-11
01894,B29-11
01895,B29-11
01896,B29-11
01897,B29-11
01898,B29-11
01899,B29-11
01900,B29-11
01901,B29-11
01902,B29-11
01903,B29-11
01904,B29-10
01905,B29-11
01906,B29-11
01907,B29-11
01908,B29-11
01909,B29-11
01910,B29-11
01911,B29-11
01912,B29-11
01913,B29-11
01914,B29-11
01915,B29-11
01916,B29-11
01917,B29-11
01918,B29-11
01919,B29-11
01920,B29-11
01921,B29-11
01922,B29-11
01923,B29-11
01924,B29-11
01925,B29-11
01926,B29-11
01927,B29-11
01928,B29-11
01929,B29-11
01930,B29-11
01931,B29-11
01932,B29-11
01933,B29-11
01934,B29-11
01935,B29-11
01936,B29-11
01937,B29-11
01938,B29-11
01939,B29-11
01940,B29-11
01941,B29-11
01942,B29-11
01943,B29-11
01944,B29-11
01945,B29-11
01946,B29-11
01947,B29-11
01948,B29-11
01949,B29-11
01950,B29-11
01951,B29-11
01952,B29-11
01953,B29-11
01954,B29-11
01955,B29-11
01956,B29-11
01957,B29-11
01958,B29-11
01959,B29-10
01960,B15-1
01961,B15-2
01962,B29-9
01963,B29-9
01964,B29-9
01965,B29-10
01966,B29-10
01967,B29-10
01968,B29-10
01969,B29-10
01970,B29-10
01971,B29-9
01972,B29-10
01973,B29-10
01974,B29-10
01975,B29-10
01976,B29-10
01977,B29-10
01978,B29-10
01979,B29-10
01980,B29-10
01981,B29-10
01982,B29-10
01983,B29-10
01984,B29-10
01985,B29-10
01986,B29-10
01987,B29-10
01988,B29-10
01989,B29-10
01990,B29-10
01991,B29-10
01992,B29-10
01993,B29-10
01994,B29-10
01995,B29-10
01996,B29-10
01997,B29-10
01998,B29-10
01999,B12-1
02000,B31-2
02001,B15-2
02002,B35-2
02003,B9-1
02004,B9-1
02005,B15-2
02006,B9-1
02007,B31-1
02008,B15-2
02009,B5-1
02010,B37-2
02011,B12-1
02012,B29-10
02013,B29-10
02014,B29-10
02015,B29-10
02016,B29-10
02017,B29-10
02018,B29-10
02019,B29-10
02020,B29-10
02021,B29-10
02022,B29-10
02023,B29-10
02024,B29-10
02025,B29-10
02026,B29-10
02027,B29-10
02028,B29-10
02029,B29-10
02030,B29-10
02031,B29-9
02032,B29-9
02033,B29-9
02034,B29-9
02035,B29-9
02036,B29-9
02037,B29-9
02038,B29-9
02039,B29-9
02040,B29-9
02041,B29-9
02042,B29-9
02043,B29-9
02044,B29-9
02045,B29-9
02046,B29-9
02047,B29-9
02048,B29-9
02049,B29-9
02050,B29-9
02051,B29-9
02052,B29-9
02053,B29-9
02054,B29-9
02055,B29-9
02056,B29-9
02057,B29-9
02058,B29-9
02059,B29-9
02060,B29-9
02061,B29-9
02062,B29-9
02063,B29-9
02064,B29-9
02065,B29-9
02066,B29-9
02067,B33-1
02068,B7-2
02069,B7-2
02070,B7-2
02071,B7-2
02072,B15-2
02073,B29-8
02074,B29-8
02075,B29-8
02076,B29-8
02077,B29-8
02078,B29-8
02079,B29-8
02080,B29-8
02081,B29-8
02082,B29-8
02083,B29-8
02084,B29-8
02085,B29-8
02086,B29-8
02087,B29-8
02088,B29-8
02089,B29-8
02090,B29-8
02091,B29-8
02092,B29-8
02093,B29-8
02094,B29-8
02095,B29-8
02096,B29-8
02097,B29-8
02098,B29-8
02099,B29-8
02100,B29-8
02101,B29-8
02102,B29-8
02103,B29-8
02104,B29-8
02105,B29-8
02106,B29-8
02107,B29-8
02108,B29-8
02109,B29-8
02110,B29-8
02111,B29-8
02112,B29-8
02113,B29-8
02114,B29-8
02115,B29-8
02116,B29-8
02117,B29-8
02118,B29-8
02119,B29-7
02120,B29-7
02121,B29-7
02122,B29-7
02123,B29-7
02124,B29-7
02125,B29-7
02126,B29-7
02127,B29-7
02128,B29-7
02129,B29-7
02130,B29-7
02131,B29-7
02132,B29-7
02133,B39-1
02134,B5-2
02135,B5-2
02136,B5-2
02137,B5-2
02138,B5-2
02139,B39-2
02140,B29-6
02141,B29-6
02142,B29-6
02143,B29-6
02144,B29-6
02145,B29-6
02146,B29-6
02147,B29-6
02148,B29-6
02149,B29-6
02150,B29-6
02151,B29-6
02152,B29-6
02153,B29-6
02154,B29-6
02155,B29-6
02156,B29-6
02157,B29-6
02158,B29-6
02159,B29-6
02160,B29-6
02161,B29-6
02162,B29-6
02163,B29-6
02164,B29-5
02165,B29-5
02166,B29-5
02167,B29-5
02168,B29-5
02169,B29-5
02170,B29-5
02171,B29-5
02172,B29-5
02173,B29-5
02174,B29-5
02175,B29-5
02176,B29-5
02177,B29-5
02178,B7-1
02179,B3-2
02180,B3-2
02181,B15-2
02182,B3-2
02183,B3-2
02184,B3-2
02185,B29-3
02186,B29-4
02187,B29-4
02188,B29-4
02189,B29-4
02190,B29-4
02191,B29-4
02192,B29-4
02193,B29-4
02194,B29-4
02195,B29-4
02196,B29-4
02197,B29-4
02198,B29-4
02199,B29-4
02200,B29-4
02201,B29-4
02202,B29-4
02203,B29-4
02204,B29-4
02205,B29-3
02206,B29-3
02207,B29-3
02208,B29-3
02209,B29-2
02210,B29-3
02211,B29-3
02212,B29-3
02213,B29-3
02214,B29-2
02215,B29-2
02216,B29-2
02217,B29-2
02218,B29-3
02219,B29-2
02220,B1-2
02221,B1-2
02222,B1-2
02223,B1-2
02224,B29-11
02225,B15-2
02226,B1-1
02227,B1-2
02228,B1-2
02229,B1-2
02230,B1-2
02231,B29-1
02232,B29-1
02233,B29-1
02234,B29-2
02235,B29-2
02236,B29-2
02237,B29-2
02238,B29-2
02239,B29-2
02240,B29-2
02241,B29-1
02242,B29-2
02243,B29-2
02244,B29-2
02245,B29-2
02246,B29-2
02247,B29-2
02248,B29-2
02249,B29-2
02250,B29-2
02251,B15-2
02252,B29-2
02253,B4-1
02254,B4-1
02255,B29-11
02256,B6-1
02257,B8-1
02258,B8-1
02259,B8-1
02260,B10-1
02261,B10-1
02262,B31-1
02263,B10-1
02264,B5-1
02265,B12-1
02266,B12-1
02267,B12-1
02268,B12-1
02269,B12-1
02270,B12-1
02271,B12-1
02272,B12-1
02273,B12-1
02274,B13-2
02275,B12-1
02276,B20-1
02277,B29-11
02278,B29-11
02279,B29-11
02280,B29-11
02281,B29-11
02282,B29-11
02283,B29-11
02284,B29-11
02285,B29-11
02286,B29-11
02287,B29-11
02288,B29-11
02289,B29-11
02290,B29-11
02291,B29-11
02292,B29-11
02293,B29-11
02294,B29-11
02295,B29-11
02296,B29-11
02297,B29-11
02298,B29-11
02299,B29-11
02300,B29-11
02301,B29-11
02302,B29-11
02303,B29-11
02304,B29-11
02305,B29-11
02306,B29-11
02307,B29-11
02308,B29-11
02309,B29-11
02310,B7-1
02311,B14-1
02312,B1-2
02313,B36-2
02314,B29-11
02315,B8-1
02316,B31-1
02317,B23-2
02318,B15-2
02319,B31-2
02320,B39-2
02321,B37-2
02322,B1-2
02323,B7-1
02324,B15-2
02325,B13-2
02326,B24-2
02327,B34-2
02328,B30-4
02329,B39-2
02330,B31-1
02331,B29-11
02332,B30-4
02333,B20-2
02334,B37-2
02335,B30-4
02336,B18-2
02337,B15-2
02338,B33-1
02339,B35-1
02340,B29+-2
02341,B29+-2
02342,B29+-2
02343,B29+-2
02344,B29+-2
02345,B29+-2
02346,B29+-2
02347,B29+-2
02348,B29+-2
02349,None
02350,None
02351,B29+-2
02352,B29+-2
02353,B29+-2
02354,B29+-2
02355,B15-2
02356,B29+-2
02357,B8-1
02358,B27-2
02359,B30-4
02360,B29-3
02361,B2-1
02362,B21-1
02363,B35-1
02364,B31-2
02365,B20-2
02366,B37-2
02367,B32-1
02368,B32-1
02369,B32-1
02370,B15-1
02371,B29-11
02372,B13-2
02373,B32-1
02374,B1-2
02375,B8-2
02376,B33-1
02377,B35-2
02378,B37-2
02379,B2-1
02380,B33-2
02381,B15-1
02382,B21-2
02383,B32-2
02384,B1-2
02385,B15-2
02386,B12-1
02387,B30-3
02388,B33-1
02389,None
02390,B7-1
02391,B17-2
02392,B29+-1
02393,B29+-1
02394,B29+-1
02395,B24-2
02396,B29+-1
02397,B29+-1
02398,B15-2
02399,B29+-2
02400,B37-1
02401,B29+-1
02402,B29+-1
02403,B29+-1
02404,B29+-1
02405,B29+-1
02406,B29+-1
02407,B15-2
02408,B29+-1
02409,B34-2
02410,B19-2
02411,B36-1
02412,B39-2
02413,B47-1
02414,B29+-1
02415,B15-2
02416,B36-1
02417,B28-2
02418,B15-2
02419,B8-1
02420,B34-2
02421,B9-1
02422,B37-1
02423,B29+-1
02424,B28-2
02425,B29+-1
02426,B7-1
02427,B35-2
02428,B29+-1
02429,B29+-2
02430,B37-1
02431,B22-1
02432,B22-2
02433,B28-2
02434,B29+-1
02435,B24-2
02436,B24-2
02437,B8-1
02438,B36-2
02439,B34-2
02440,B15-2
02441,B29+-1
02442,B29+-1
02443,B25-1
02444,B29+-1
02445,B37-1
02446,B34-2
02447,B29+-1
02448,B29+-1
02449,B37-2
02450,B29+-1
02451,B19-2
02452,B4-1
02453,B15-2
02454,B33-2
02455,B15-2
02456,B15-2
02457,B15-2
02458,B29+-1
02459,B15-1
02460,B29+-1
02461,B15-2
02462,B37-2
02463,B29+-2
02464,B39-2
02465,B29-11
02466,B21-2
02467,B32-1
02468,B15-2
02469,B15-2
02470,B15-2
02471,B29+-1
02472,B29+-1
02473,B30-3
02474,B29+-1
02475,B29+-1
02476,B29+-1
02477,B29+-1
02478,B29+-1
02479,B29+-2
02480,B35-1
02481,B29+-1
02482,B15-1
02483,B29+-1
02484,B17-2
02485,B29+-1
02486,B37-2
02487,B37-1
02488,B15-2
02489,B15-1
02490,B29+-1
02491,B29+-1
02492,B29+-1
02493,B29+-1
02494,B29+-2
02495,B29+-1
02496,B29+-1
02497,B15-2
02498,B37-2
02499,B29+-1
02500,B29+-1
02501,B29+-2
02502,B29+-2
02503,B34-2
02504,B39-2
02505,B29+-1
02506,B35-1
02507,B19-2
02508,B39-2
02509,B29+-1
02510,B15-2
02511,B29+-1
02512,B34-2
02513,B29+-1
02514,B29+-1
02515,B29+-1
02516,B29+-1
02517,B29+-1
02518,B36-2
02519,B29+-1
02520,B29+-1
02521,B29+-1
02522,B15-2
02523,B29-11
02524,B29+-2
02525,B29+-1
02526,B29+-1
02527,B15-2
02528,B7-1
02529,B34-2
02530,B34-2
02531,B29+-2
02532,B29+-1
02533,B15-2
02534,B29+-1
02535,B8-1
02536,B23-2
02537,B30-3
02538,B29+-1
02539,B29+-1
02540,B29+-1
02541,B29+-1
02542,B7-1
02543,B39-2
02544,B34-2
02545,B7-1
02546,B15-2
02547,B34-1
02548,B15-1
02549,B34-2
02550,B36-2
02551,B19-2
02552,B34-2
02553,B15-1
02554,B31-2
02555,B29-11
02556,B37-1
02557,B5-1
02558,None
02559,None
02560,None
02561,None
02562,None
02563,None
02564,B36-1
02565,B29+-2
02566,B29+-2
02567,B29+-2
02568,B29+-2
02569,B29+-2
02570,B29+-2
02571,B29+-2
02572,B29+-2
02573,B29+-2
02574,B29+-2
02575,B29+-2
02576,B29+-2
02577,B29+-2
02578,B29+-2
02579,B29+-2
02580,B29+-2
02581,B29+-2
02582,B29+-2
02583,B29+-2
02584,B29+-2
02585,B29+-2
02586,B29+-2
02587,B29+-2
02588,B29+-2
02589,B29+-2
02590,B29+-2
02591,B29+-2
02592,B29+-2
02593,B29+-2
02594,B29+-2
02595,B7-2
02596,B15-2
02597,B29+-2
02598,B29+-2
02599,B15-2
02600,B29+-2
02601,B29+-2
02602,B15-2
02603,B9-1
02604,B15-2
02605,B37-2
02606,B15-2
02607,B7-1
02608,B37-2
02609,B37-2
02610,B15-2
02611,B39-2
02612,B37-1
02613,B25-1
02614,B37-2
02615,B35-1
02616,B29-11
02617,B29-11
02618,B33-1
02619,B37-1
02620,B30-4
02621,B39-2
02622,B7-1
02623,B37-2
02624,B15-2
02625,B39-2
02626,B39-2
02627,B37-1
02628,B37-1
02629,B37-1
02630,B27-2
02631,B15-2
02632,B9-1
02633,B33-2
02634,B34-1
02635,B37-1
02636,B19-1
02637,B31-2
02638,B31-2
02639,B33-1
02640,B31-2
02641,B30-3
02642,B29-11
02643,B15-2
02644,B1-2
02645,B29-11
02646,B15-2
02647,B37-2
02648,B37-2
02649,B33-2
02650,B39-2
02651,B31-1
02652,B31-2
02653,B22-2
02654,B18-2
02655,B31-1
02656,B37-2
02657,B15-2
02658,B30-3
02659,B30-3
02660,B30-3
02661,B30-3
02662,B30-3
02663,B30-3
02664,B30-3
02665,B30-3
02666,B30-3
02667,B30-3
02668,B30-3
02669,B30-3
02670,B30-3
02671,B30-3
02672,B30-3
02673,B30-3
02674,B30-3
02675,B30-3
02676,B30-3
02677,B30-3
02678,B30-3
02679,B30-3
02680,B30-3
02681,B30-3
02682,B30-3
02683,B30-3
02684,B30-3
02685,B30-3
02686,B30-3
02687,B30-3
02688,B30-3
02689,B30-3
02690,B30-3
02691,B30-3
02692,B30-3
02693,B30-3
02694,B30-3
02695,B30-3
02696,B30-3
02697,B30-3
02698,B30-3
02699,B30-3
02700,B30-3
02701,B30-3
02702,B30-3
02703,B30-3
02704,B30-3
02705,B30-3
02706,B30-3
02707,B30-3
02708,B30-3
02709,B30-3
02710,B30-3
02711,B30-3
02712,B30-3
02713,B30-3
02714,B30-3
02715,B30-3
02716,B30-3
02717,B30-3
02718,B30-3
02719,B35-1
02720,B13-2
02721,B37-1
02722,B30-4
02723,B30-4
02724,B30-4
02725,B30-4
02726,B30-4
02727,B30-4
02728,B30-4
02729,B30-4
02730,B30-4
02731,B30-4
02732,B30-4
02733,B30-4
02734,B30-4
02735,B30-4
02736,B30-4
02737,B30-4
02738,B30-4
02739,B30-4
02740,B30-4
02741,B30-4
02742,B30-4
02743,B30-4
02744,B30-4
02745,B30-4
02746,B30-4
02747,B30-4
02748,B30-4
02749,B30-4
02750,B30-4
02751,B30-4
02752,B30-4
02753,B30-4
02754,B30-4
02755,B30-4
02756,B30-4
02757,B30-4
02758,B30-4
02759,B30-4
02760,B30-4
02761,B30-4
02762,B30-4
02763,B30-4
02764,B30-4
02765,B30-4
02766,B30-4
02767,B30-4
02768,B30-4
02769,B30-4
02770,B30-4
02771,B30-4
02772,B30-4
02773,B30-4
02774,B30-4
02775,B30-4
02776,B1-1
02777,B32-1
02778,B36-2
02779,B1-2
02780,B32-2
02781,B32-2
02782,B32-2
02783,B32-2
02784,B33-1
02785,B32-2
02786,B32-2
02787,B32-2
02788,B32-2
02789,B32-2
02790,B31-4
02791,B31-4
02792,B32-2
02793,B32-2
02794,B31-1
02795,B36-1
02796,B32-2
02797,B10-1
02798,B20-1
02799,B31-1
02800,B34-2
02801,B31-3
02802,B34-1
02803,B31-1
02804,B31-1
02805,B31-1
02806,B31-1
02807,B31-1
02808,B31-1
02809,B31-1
02810,B31-1
02811,B31-1
02812,B31-1
02813,B31-1
02814,B31-1
02815,B31-1
02816,B31-1
02817,B31-1
02818,B31-1
02819,B31-1
02820,B31-1
02821,B31-1
02822,B31-1
02823,B31-1
02824,B31-1
02825,B31-1
02826,B31-1
02827,B31-1
02828,B31-1
02829,B31-1
02830,B31-1
02831,B31-1
02832,B31-1
02833,B31-1
02834,B31-1
02835,B31-1
02836,B31-1
02837,B31-1
02838,B31-1
02839,B31-1
02840,B31-1
02841,B31-1
02842,B31-1
02843,B31-1
02844,B31-1
02845,B31-1
02846,B31-1
02847,B31-1
02848,B31-1
02849,B31-1
02850,B31-1
02851,B31-1
02852,B31-1
02853,B31-1
02854,B31-1
02855,B31-1
02856,B31-1
02857,B31-1
02858,B31-2
02859,B31-2
02860,B31-2
02861,B31-2
02862,B31-2
02863,B31-2
02864,B31-2
02865,B31-2
02866,B31-2
02867,B31-2
02868,B31-2
02869,B31-2
02870,B31-2
02871,B31-2
02872,B31-2
02873,B31-2
02874,B31-2
02875,B31-2
02876,B31-2
02877,B31-2
02878,B31-2
02879,B31-2
02880,B31-2
02881,B31-2
02882,B31-2
02883,B31-2
02884,B31-2
02885,B31-2
02886,B31-2
02887,B31-2
02888,B39-2
02889,B31-3
02890,B31-4
02891,B31-3
02892,B31-4
02893,B31-3
02894,B31-3
02895,B31-3
02896,B31-3
02897,B31-4
02898,B31-4
02899,B31-4
02900,B31-4
02901,B31-4
02902,B31-4
02903,B31-4
02904,B31-4
02905,B31-3
02906,B31-4
02907,B31-4
02908,B31-3
02909,B31-3
02910,B31-4
02911,B31-3
02912,B31-4
02913,B31-4
02914,B31-4
02915,B31-4
02916,B31-4
02917,B31-4
02918,B31-4
02919,B31-4
02920,B31-4
02921,B31-3
02922,B7-1
02923,B31-4
02924,B31-4
02925,B31-4
02926,B31-4
02927,B31-4
02928,B31-3
02929,B31-4
02930,B31-4
02931,B31-4
02932,B32-1
02933,B32-1
02934,B32-1
02935,B32-1
02936,B32-1
02937,B32-1
02938,B32-1
02939,B32-1
02940,B32-1
02941,B32-1
02942,B32-1
02943,B32-1
02944,B32-1
02945,B32-1
02946,B32-1
02947,B32-1
02948,B32-1
02949,B32-1
02950,B32-1
02951,B32-1
02952,B32-1
02953,B32-1
02954,B32-1
02955,B32-1
02956,B32-1
02957,B32-1
02958,B32-1
02959,B32-1
02960,B32-1
02961,B32-1
02962,B32-1
02963,B32-1
02964,B32-1
02965,B32-1
02966,B32-1
02967,B32-1
02968,None
02969,B32-2
02970,B32-2
02971,B32-2
02972,B32-2
02973,B32-2
02974,B32-2
02975,B32-2
02976,B32-2
02977,B32-2
02978,B32-2
02979,B32-2
02980,B32-2
02981,B32-2
02982,B32-2
02983,B32-2
02984,B32-2
02985,B32-2
02986,B32-2
02987,B32-2
02988,B32-2
02989,B32-2
02990,B32-2
02991,B32-2
02992,B32-2
02993,B32-2
02994,B32-2
02995,B32-2
02996,B32-2
02997,B32-2
02998,B32-2
02999,B32-2
03000,B32-2
03001,B32-2
03002,B32-2
03003,B32-2
03004,B32-2
03005,B32-2
03006,B32-2
03007,B32-2
03008,B32-2
03009,B32-2
03010,B32-2
03011,B32-2
03012,B32-2
03013,B32-2
03014,B33-1
03015,B32-2
03016,B32-2
03017,B32-2
03018,B32-2
03019,B32-2
03020,B32-2
03021,B32-2
03022,B32-2
03023,B32-2
03024,B32-2
03025,B32-2
03026,B32-2
03027,B32-2
03028,B32-2
03029,B32-2
03030,B32-2
03031,B32-2
03032,B32-2
03033,B32-2
03034,B32-2
03035,B32-2
03036,B32-2
03037,B32-2
03038,B32-2
03039,B39-2
03040,B15-2
03041,B20-1
03042,B34-2
03043,B32-2
03044,B34-2
03045,B39-2
03046,B28-2
03047,B33-4
03048,B33-4
03049,B33-4
03050,B33-3
03051,B33-2
03052,B33-2
03053,B33-2
03054,B33-2
03055,B33-2
03056,B33-2
03057,B33-2
03058,B33-2
03059,B33-1
03060,B33-2
03061,B33-2
03062,B33-1
03063,B33-1
03064,B33-1
03065,B33-2
03066,B33-2
03067,B33-1
03068,B33-1
03069,B33-1
03070,B33-1
03071,B33-1
03072,B33-1
03073,B33-1
03074,B33-1
03075,B33-1
03076,B33-1
03077,B33-1
03078,B33-1
03079,B33-1
03080,B33-1
03081,B33-1
03082,B33-1
03083,B33-1
03084,B33-1
03085,B33-1
03086,B33-1
03087,B33-1
03088,B33-1
03089,B33-1
03090,B33-1
03091,B33-1
03092,B33-1
03093,B33-1
03094,B33-1
03095,B33-1
03096,B33-1
03097,B33-1
03098,B33-1
03099,B33-1
03100,B33-1
03101,B33-1
03102,B33-1
03103,B33-1
03104,B33-1
03105,B33-1
03106,B33-1
03107,B33-1
03108,B33-1
03109,B33-1
03110,B33-1
03111,B33-1
03112,B33-1
03113,B33-1
03114,B33-1
03115,B33-1
03116,B33-1
03117,B33-1
03118,B33-1
03119,B33-1
03120,B33-1
03121,B33-1
03122,B33-1
03123,B33-1
03124,B33-1
03125,B33-1
03126,B33-1
03127,B33-1
03128,B33-1
03129,B33-1
03130,B33-1
03131,B33-1
03132,B33-1
03133,B33-1
03134,B33-1
03135,B33-1
03136,B33-1
03137,B33-1
03138,B33-1
03139,B33-1
03140,B33-1
03141,B33-1
03142,B33-1
03143,B33-1
03144,B33-1
03145,B33-3
03146,B33-2
03147,B33-2
03148,B33-2
03149,B33-2
03150,B33-2
03151,B33-2
03152,B33-2
03153,B33-2
03154,B33-2
03155,B33-2
03156,B33-2
03157,B33-2
03158,B33-2
03159,B33-2
03160,B33-2
03161,B33-2
03162,B33-2
03163,B33-2
03164,B33-2
03165,B33-2
03166,B33-2
03167,B33-2
03168,B33-2
03169,B33-2
03170,B33-2
03171,B33-2
03172,B33-2
03173,B33-2
03174,B33-2
03175,B33-2
03176,B33-2
03177,B33-2
03178,B33-2
03179,B33-2
03180,B33-2
03181,B33-2
03182,B33-2
03183,B33-2
03184,B33-2
03185,B33-2
03186,B33-2
03187,B33-2
03188,B33-2
03189,B33-2
03190,B33-2
03191,B33-3
03192,B33-3
03193,B33-3
03194,B33-3
03195,B33-3
03196,B33-3
03197,B33-3
03198,B33-3
03199,B33-3
03200,B33-3
03201,B33-3
03202,B33-3
03203,B33-3
03204,B33-3
03205,B33-3
03206,B33-3
03207,B33-3
03208,B33-3
03209,B33-3
03210,B33-3
03211,B33-3
03212,B33-4
03213,B34-1
03214,B34-1
03215,B34-1
03216,B34-1
03217,B34-1
03218,B34-1
03219,B34-1
03220,B34-1
03221,B34-1
03222,B34-1
03223,B34-1
03224,B34-1
03225,B34-1
03226,B34-1
03227,B34-1
03228,B34-1
03229,B33-4
03230,B33-4
03231,B33-4
03232,B33-4
03233,B33-4
03234,B33-4
03235,B33-4
03236,B33-4
03237,B33-4
03238,B33-4
03239,B33-4
03240,B33-4
03241,B33-4
03242,B33-3
03243,B33-4
03244,B33-4
03245,B33-4
03246,B33-4
03247,B33-4
03248,B33-4
03249,B33-4
03250,B33-4
03251,B33-4
03252,B33-4
03253,B33-4
03254,B33-4
03255,B33-4
03256,B33-4
03257,B33-4
03258,B33-4
03259,B33-4
03260,B33-4
03261,B33-4
03262,B33-4
03263,B33-3
03264,B33-3
03265,B33-4
03266,B33-4
03267,B33-3
03268,B33-4
03269,B34-2
03270,B34-2
03271,B34-2
03272,B34-2
03273,B34-2
03274,B34-2
03275,B35-2
03276,B15-2
03277,B36-2
03278,B35-4
03279,B33-3
03280,B33-3
03281,B35-4
03282,B35-4
03283,B33-3
03284,B33-3
03285,B33-3
03286,B33-3
03287,B15-2
03288,B33-1
03289,B33-4
03290,B33-4
03291,B34-1
03292,B34-1
03293,B34-1
03294,B34-1
03295,B34-1
03296,B34-1
03297,B34-1
03298,B34-1
03299,B34-1
03300,B34-1
03301,B34-1
03302,B34-1
03303,B34-1
03304,B34-1
03305,B34-1
03306,B34-1
03307,B34-1
03308,B34-1
03309,B34-1
03310,B34-1
03311,B34-1
03312,B34-1
03313,B34-1
03314,B34-1
03315,B34-1
03316,B34-1
03317,B34-1
03318,B34-1
03319,B34-1
03320,B34-1
03321,B34-1
03322,B34-1
03323,B39-2
03324,B39-2
03325,B9-1
03326,B32-1
03327,B15-2
03328,B39-2
03329,B31-2
03330,B33-2
03331,B31-2
03332,B33-2
03333,B21-2
03334,B31-2
03335,B37-1
03336,B33-2
03337,B15-2
03338,B34-2
03339,B34-2
03340,B34-1
03341,B34-1
03342,B39-2
03343,B34-1
03344,B34-1
03345,B34-1
03346,B34-1
03347,B34-1
03348,B34-1
03349,B34-1
03350,B34-1
03351,B34-1
03352,B33-1
03353,B15-2
03354,B33-2
03355,B15-2
03356,B34-1
03357,B34-1
03358,B34-1
03359,B34-2
03360,B34-1
03361,B34-2
03362,B34-2
03363,B31-1
03364,B24-2
03365,B34-2
03366,B37-1
03367,B34-2
03368,B6-2
03369,B31-2
03370,B39-2
03371,B34-2
03372,B34-2
03373,B34-2
03374,B34-1
03375,B34-2
03376,B34-2
03377,B34-1
03378,B34-2
03379,B34-2
03380,B34-2
03381,B34-2
03382,B34-2
03383,B34-2
03384,B34-2
03385,B34-1
03386,B34-1
03387,B34-1
03388,B34-1
03389,B34-1
03390,B34-1
03391,B34-1
03392,B34-1
03393,B34-1
03394,B34-1
03395,B34-1
03396,B34-1
03397,B34-1
03398,B34-1
03399,B34-1
03400,B34-1
03401,B34-1
03402,B34-1
03403,B34-1
03404,B34-1
03405,B34-1
03406,B34-1
03407,B34-1
03408,B34-1
03409,B34-1
03410,B34-1
03411,B34-1
03412,B34-1
03413,B34-1
03414,B34-1
03415,B34-1
03416,B34-1
03417,B34-1
03418,B34-1
03419,B34-1
03420,B34-1
03421,B29-11
03422,B34-1
03423,B34-2
03424,B34-2
03425,B34-2
03426,B34-2
03427,B34-2
03428,B34-2
03429,B34-2
03430,B34-2
03431,B34-2
03432,B34-2
03433,B34-2
03434,B34-2
03435,B34-2
03436,B34-2
03437,B34-2
03438,B34-2
03439,B34-2
03440,B34-2
03441,B34-2
03442,B34-2
03443,B34-2
03444,B34-2
03445,B34-2
03446,B34-2
03447,B34-2
03448,B34-2
03449,B34-2
03450,B34-2
03451,B34-2
03452,B34-2
03453,B34-1
03454,B34-2
03455,B33-3
03456,B34-2
03457,B34-2
03458,B34-2
03459,B34-2
03460,B34-2
03461,B34-2
03462,B34-2
03463,B34-2
03464,B34-2
03465,B34-2
03466,B34-2
03467,B34-2
03468,B34-2
03469,B34-2
03470,B34-2
03471,B34-2
03472,B34-2
03473,B34-2
03474,B34-2
03475,B34-2
03476,B9-1
03477,B22-1
03478,B22-1
03479,B36-2
03480,B36-2
03481,B36-2
03482,B15-1
03483,B36-2
03484,B36-2
03485,B36-2
03486,B36-2
03487,B36-2
03488,B36-2
03489,B15-2
03490,B36-2
03491,B22-1
03492,B36-2
03493,B36-2
03494,B36-2
03495,B36-2
03496,B36-2
03497,B36-2
