B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29-1,B29-2,B29-3,B29-4,B29-5,B29-6,B29+,B30-1,B30-2,B31-1,B31-2,B32,B33-1,B33-2,B34,B35-1,B35-2,B36,B37-1,B37-2,B38,B39-1,B39-2,B40,B41-1,B41-2,B42
245,121,72,79,33,40,62,55,35,32,26,53,37,30,186,36,31,32,62,41,38,51,34,32,27,26,45,119,62,35,44,63,99,233,120,0,128,145,45,136,174,76,206,114,53,138,69,114,17,76,8,0,0,0,0
